gene_name	alpha	sigma2	theta0	loss
91	9.714115712573005	375.5876203468688	6.726574897766113	753.6222534179688
92	5.416186906804853	238.69185608331827	7.4086833000183105	755.7122802734375
93	10.161078861438057	1088.707462885941	1.3298333883285522	952.609375
94	5.443606302943408	190.51065848460803	7.118805408477783	711.3228149414062
95	4.497424620641141	170.8220999809564	7.891809940338135	716.1211547851562
96	3.4988887591488407	224.7947970219284	5.302121639251709	800.447509765625
97	6.310413932879385	906.5687199921958	0.21909089386463165	992.5259399414062
98	3.4695606397226584	299.15582230824293	3.598963737487793	857.00048828125
99	8.18887009899214	780.7711078887551	2.1895318031311035	923.4620361328125
100	3.395011294337692	261.2024969708327	3.80360746383667	833.1929931640625
