ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
464	464	148.41316	-0.08604113	3.1110451	112.49963	15.873492	8.607875	-0.0076091397	205.33133	179.78137	51.099915	0.0	True	0.0
71	71	148.41316	-0.4467577	3.9654	115.67135	11.232229	9.170573	-0.38779095	191.19551	165.93483	50.521362	0.0	True	0.0
123	123	127.67328	1.4664092	3.4177399	142.21613	11.710699	8.811772	1.7339346	92.27257	67.96573	48.613678	0.0	True	0.0
125	125	148.41316	0.056515127	3.9098096	148.41316	6.3875155	7.7429976	0.18879272	162.14407	142.48795	39.312256	0.0	True	0.0
127	127	148.41316	0.5860179	3.350448	61.482494	29.168743	12.348292	0.77135414	183.94263	160.11542	47.65442	0.0	True	0.0
114	114	148.41316	1.9319488	3.209614	12.824966	18.130306	8.356529	1.8770279	103.10821	76.01634	54.18373	0.0	True	0.0
115	115	148.182	0.53757423	3.6380992	148.41316	6.3436937	6.7380605	1.0106047	151.26224	133.88449	34.755493	0.0	True	0.0
116	116	148.41316	1.4281069	3.8325183	81.511444	7.378226	7.8256717	1.5433551	94.1533	75.38598	37.534637	0.0	True	0.0
152	152	104.909805	0.19752683	3.6484373	31.335764	9.144361	8.462588	0.1883095	177.98367	159.16132	37.644714	0.0	True	0.0
429	429	148.41316	1.1062831	3.4499497	129.42665	5.4601884	6.301869	1.06711	137.95975	122.08823	31.743042	0.0	True	0.0
428	428	148.41316	0.54436326	3.7565284	75.41054	8.846587	8.576949	0.22187696	176.28717	155.97363	40.627075	0.0	True	0.0
426	426	148.41316	0.19861647	3.4803853	27.75662	19.328815	9.433589	0.6161542	193.17773	168.21368	49.9281	0.0	True	0.0
102	102	148.41316	0.1289512	3.045163	43.209953	15.070601	7.8852324	0.49552843	198.52014	176.81038	43.419525	0.0	True	0.0
425	425	148.41316	-0.22210813	4.135389	117.30805	4.8109097	7.143404	-0.17353253	164.2892	148.80496	30.968475	0.0	True	0.0
440	440	148.41316	2.5418897	3.9827178	148.41316	6.050437	7.781796	2.581717	-64.83904	-84.07368	38.46927	0.0	True	0.0
154	154	148.41316	1.8533282	3.4283867	148.41316	6.6863647	7.00648	1.9546659	59.668922	43.786903	31.764038	0.0	True	0.0
158	158	48.261627	1.0020285	3.7637231	141.42868	11.535262	8.910133	1.3772502	125.677536	100.85606	49.64296	0.0	True	0.0
438	438	148.41316	1.6609153	2.9646354	145.74295	5.7284136	5.370133	1.4754606	142.26704	126.705864	31.12236	0.0	True	0.0
145	145	148.41316	1.8861119	3.2613716	86.00438	7.518023	6.798039	1.8195492	90.39865	72.85385	35.0896	0.0	True	0.0
146	146	141.08852	0.39749113	3.8785653	148.41316	5.323203	7.2489276	0.3836373	157.60344	141.63078	31.945312	0.0	True	0.0
150	150	148.41316	1.2794341	2.8079002	5.8987236	36.356667	8.375172	1.2659221	171.05948	149.67972	42.75952	0.0	True	0.0
437	437	148.41316	1.426038	3.2086	126.65024	6.88258	6.8108745	1.4597291	128.69608	109.17608	39.039993	0.0	True	0.0
87	87	148.41316	0.6536483	3.6271234	148.41316	6.4467583	6.747804	1.0594356	147.85576	129.90793	35.89566	0.0	True	0.0
137	137	139.81558	0.31959024	3.906459	58.839527	9.972455	9.008584	0.2045188	182.20192	160.75824	42.88736	0.0	True	0.0
138	138	74.76669	0.7670672	2.8882399	59.246773	13.151091	7.444445	0.7713434	192.28683	167.9883	48.597076	0.0	True	0.0
139	139	148.41316	1.8866638	3.5863671	148.41316	6.0629134	6.8425097	1.7080959	89.953224	73.88637	32.133713	0.0	True	0.0
141	141	148.41316	1.2932119	3.829495	68.3143	15.586548	11.671526	1.3652282	107.710815	89.1497	37.12224	0.0	True	0.0
143	143	148.41316	0.5013953	3.1261024	45.919247	16.356722	7.672674	0.956382	190.4645	163.94034	53.04831	0.0	True	0.0
144	144	148.41316	1.1143852	3.2562342	148.41316	7.9790845	7.251011	0.7775817	168.06628	149.26927	37.594025	0.0	True	0.0
36	36	148.41316	0.08204689	2.7622294	45.71604	75.4908	16.099653	0.31906345	207.7111	182.3072	50.8078	0.0	True	0.0
131	131	148.41316	1.7399	3.4073591	148.41316	7.5972223	7.564337	1.7248559	82.22364	62.267853	39.911575	0.0	True	0.0
132	132	91.95602	0.97053593	3.0195072	17.589798	36.46897	11.646633	1.2803406	165.29997	139.84558	50.908783	0.0	True	0.0
133	133	142.95708	0.2122453	3.1575077	70.78998	15.466824	7.651629	0.30497426	207.5213	182.21695	50.608704	0.0	True	0.0
