gene_index	gene	corr_pseudotime_glu	corr_pseudotime_da	corr_da_minus_glu	lavous_p	lavous_q	lavous_signif	lavous_lrt
182	Kansl3	-0.015488239228215846	0.030813375579057597	0.04630161480727345			False	
183	Fer1l5						False	
184	Lman2l	-0.03156607649908214	-0.061250507724795795	-0.029684431225713653			False	
185	Cnnm4	-0.019649142505244927	-0.010994723453850629	0.008654419051394299			False	
186	Cnnm3	-0.06146586120784908	-0.11325723141806444	-0.05179137021021536			False	
187	Gm38033						False	
188	Ankrd23	-0.029206259076271824	-0.02868088761525107	0.000525371461020753			False	
189	Ankrd39	-0.051027875561470995	-0.0381962730604977	0.012831602500973295			False	
190	Sema4c	0.06914616931094368	0.030128498943352674	-0.039017670367591004			False	
191	D430040D24Rik	-0.010758641954726988	0.008302918098789242	0.01906156005351623			False	
192	Fam178b						False	
193	Cox5b	0.47967020115120823	0.38856203181029775	-0.09110816934091048			False	
194	Actr1b	0.10034571794655103	0.13814670870862233	0.0378009907620713			False	
195	4933424G06Rik	0.0949901390204767	0.010323992743591793	-0.08466614627688492			False	
196	Gm33533	0.0551083477591364	0.020645881389611702	-0.0344624663695247			False	
197	Zap70		-0.01567761340154638				False	
198	Tmem131	-0.006952654360810603	-0.009082999069166896	-0.002130344708356293			False	
199	Gm38115	-0.022943552978789167	0.015194696537298647	0.03813824951608781			False	
200	Vwa3b	-0.12684812781006008	-0.11330683915982305	0.01354128865023703			False	
201	Gm37020		0.03263911014582152				False	
202	Cnga3		0.02548116347300277				False	
203	Inpp4a	0.11737816472068308	0.1169391732920207	-0.0004389914286623692			False	
204	4930439A04Rik						False	
205	Coa5	0.067432704351485	0.06949352665182972	0.0020608223003447113			False	
206	Unc50	-0.14358489476705869	-0.23878459923049494	-0.09519970446343626			False	
207	Mgat4a	0.0654836040918144	0.07407400781173537	0.008590403719920967			False	
208	2010300C02Rik	-0.04275028254459758	0.04441451269570624	0.08716479524030382			False	
209	4930556I23Rik						False	
210	Tsga10	-0.22396007215801883	-0.10071934150675592	0.12324073065126291			False	
211	Gm26805	-0.0009290227369594086	-0.04349816714418858	-0.04256914440722917			False	
212	Lipt1	0.11462776358087444	0.06430286413317153	-0.05032489944770291			False	
213	Mitd1	0.0013900404767987888	0.02109900812660932	0.01970896764981053			False	
214	Mrpl30	0.07848660736088335	0.15967246383562797	0.08118585647474462			False	
215	Lyg2						False	
216	Gm15457		0.03625859882340126				False	
217	Lyg1						False	
218	Txndc9	0.08612136840866419	0.05342757564737408	-0.03269379276129011			False	
219	Eif5b	0.020646168179817733	0.0396216019922255	0.01897543381240777			False	
220	Rev1	0.04874902307888896	0.01284230371400164	-0.03590671936488732			False	
221	Gm37062						False	
222	Gm5099						False	
223	Aff3	0.11108394433556007	0.031651497669946564	-0.0794324466656135			False	
224	Gm16150						False	
225	Gm16151						False	
226	Gm16152	0.02189441477397858	-0.01611999143740575	-0.03801440621138433			False	
227	Lonrf2	0.3535508220021897	0.2173363749043168	-0.1362144470978729			False	
228	Chst10	0.24470308066375562	0.1094447678620854	-0.13525831280167022			False	
229	Gm37707						False	
230	Nms	0.24827327370832683	0.05093066662972195	-0.19734260707860488			False	
231	Pdcl3	0.24176505402189502	0.12922139826261134	-0.11254365575928368			False	
232	Gm37821						False	
233	Npas2	0.018285052720973975	0.05260216416565183	0.03431711144467786			False	
