ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_T1	h1_theta_Met	h0	h1	lrt	p	q	signif
171	Socs2	5.2961254	1.1099724	3.374075	1.388959	1.9847064	6.945324	3.3914092	2.7440810203552246	-0.3912407159805298	722.11755	635.8551	172.5249	0.0010965261104093707	0.03486797400559688	True
119	Aqp1	0.5572098	1.6573831	4.4142227	3.0395164	0.52773297	6.9857674	2.629323	6.494995594024658	0.575062096118927	-2186.5063	-2267.1453	161.27783	0.0011737441808039749	0.03486797400559688	True
43	Fxyd6	0.9821642	1.6022342	7.2599773	-3.283342	0.25475863	7.930958	2.6481493	0.7194727063179016	-4.485939979553223	212.9223	132.81198	160.22064	0.0011815659476925465	0.03486797400559688	True
145	Cebpb	1.1025974	1.4562578	8.410146	16.570955	1.1943514	8.108083	9.103317	24.883169174194336	9.085271835327148	-24022.098	-24099.326	154.45703	0.0012261133873497534	0.03486797400559688	True
23	Kctd11	1.2518456	1.4802597	5.204341	-1.6029818	0.42990968	9.244549	3.465602	1.1930385828018188	-2.5973331928253174	367.17303	294.03973	146.2666	0.0012955302451474458	0.03486797400559688	True
26	Cpe	12.497423	1.3747884	2.6357594	-0.09394223	5.2140913	9.660392	4.1533556	-0.848963737487793	1.5004674196243286	956.2842	884.29865	143.97107	0.001316420159762268	0.03486797400559688	True
87	S100a6	3.173369	3.593322	529.29395	169.85165	3.0865998	6.0380464	651.11804	130.12307739257812	226.2794189453125	-540301.56	-540372.9	142.625	0.001328986406385197	0.03486797400559688	True
76	Cxcl10	0.32487616	0.9573026	7.7856326	2.552613	0.32833472	6.704006	11.3210535	-1.190510630607605	9.151391983032228	-18441.838	-18512.232	140.78906	0.0013465181074664998	0.03486797400559688	True
68	Tmem176a	0.7376673	0.6016997	6.2413926	2.1769161	0.4265139	6.8958216	7.3860893	6.864881992340088	-0.4395936727523803	-2169.0154	-2237.2498	136.46875	0.001389658866251817	0.03486797400559688	True
2098	Pkm	27.340961	5.2741437	36.131065	22.799362	4.3035774	5.497661	20.02069	22.6456241607666	23.78599548339844	-70871.31	-70937.234	131.84375	0.0014390180466797129	0.03486797400559688	True
28	Ubb	24.833935	1.4052652	22.712996	36.762928	14.750519	4.1199775	24.3775	37.7862434387207	29.521520614624023	-92018.336	-92083.984	131.29688	0.001445087415935172	0.03486797400559688	True
36	Serpine2	0.6295656	1.6105267	7.4899907	-2.5937932	0.20155026	8.740981	2.3721356	1.6107406616210938	-3.105738878250122	37.684204	-27.656067	130.68054	0.0014519895121961786	0.03486797400559688	True
735	Des	2.5946453	1.3998357	4.9020867	-1.7124494	0.8340028	6.721047	5.4025755	0.3374761343002319	-3.5920040607452397	465.17706	400.9815	128.39111	0.0014782161013728204	0.03486797400559688	True
32	Ier3	0.92968357	3.3473172	6.7188816	7.4312267	1.0593008	9.760095	7.6356425	11.26913070678711	4.388429164886475	-9894.793	-9958.155	126.72461	0.0014979111051742259	0.03486797400559688	True
42	Thbs1	0.7346624	1.8420032	6.4176855	-0.6621588	0.32618743	9.821553	5.663835	2.160295248031616	-1.8157392740249636	129.9878	66.648895	126.677795	0.0014984719626178601	0.03486797400559688	True
408	Tshz2	8.635023	0.775422	5.620205	-3.105491	109.95899	1.212602	5.157139	-0.2908350229263305	-12.948670387268066	331.06494	268.57172	124.98645	0.0015190206200754468	0.03486797400559688	True
63	Rpl18a	16.354025	2.3243842	42.65643	71.85551	25.746418	4.67816	56.741657	64.63201904296875	79.05936431884766	-265246.7	-265308.78	124.1875	0.0015289247705652942	0.03486797400559688	True
27	Plat	0.9408284	1.2069025	3.7543168	1.8605162	0.64979744	8.131806	2.9144456	4.218178749084473	0.1825384348630905	-395.70074	-457.1759	122.95032	0.0015445191278775539	0.03486797400559688	True
33	Npm1	4.8354754	1.6501436	10.923871	18.95996	4.4022293	6.6014247	12.129682	14.668062210083008	25.10904693603516	-70822.62	-70883.984	122.734375	0.0015472737628529154	0.03486797400559688	True
38	Apbb1ip	14.971299	2.241762	2.818785	-2.6522331	2.9335966	10.616627	2.677997	-5.366012573242188	-1.2438960075378418	583.176	521.87866	122.59473	0.0015490603435402814	0.03486797400559688	True
95	Isg15	0.42775598	1.4438381	5.659081	-0.35527864	0.31782582	6.9339833	6.351413	-2.0684447288513184	2.9452428817749023	-1408.7959	-1470.0044	122.41699	0.0015513402839024645	0.03486797400559688	True
84	Hk2	0.8529755	1.7949469	4.085506	2.2251768	0.75652045	7.8223605	4.813027	4.164546012878418	0.5646622776985168	-174.84308	-235.29193	120.897705	0.0015711063863213524	0.03486797400559688	True
54	Rpl22	94.27549	1.8809675	11.591155	21.95077	50.04655	7.35535	17.385921	19.08917999267578	25.84494972229004	-61975.426	-62035.41	119.96875	0.0015834425679873915	0.03486797400559688	True
220	Notum	0.6144904	1.4901503	8.348858	-4.372609	0.16343598	8.505563	5.4712257	0.913290560245514	-5.490813732147217	63.966858	4.036438	119.86084	0.0015848881563899316	0.03486797400559688	True
55	Rps24	38.744232	2.1461136	31.727942	47.777107	47.97478	4.456498	39.85822	42.00271224975586	56.05113220214844	-169370.06	-169429.72	119.3125	0.0015922748666906883	0.03486797400559688	True
13	Malat1	3.4042199	2.5464985	356.8688	235.34288	3.485626	4.5937166	452.7663	263.8880310058594	188.26963806152344	-684219.06	-684278.56	119.0	0.0015965154822326162	0.03486797400559688	True
20	Mgst1	2.581108	0.9097884	6.6232557	-3.3955226	4.3978953	1.2317841	6.135965	-0.3448989689350128	-14.641350746154783	221.58545	162.12665	118.9176	0.0015976374173906135	0.03486797400559688	True
181	Trf	3.2881024	1.6662964	5.183589	-1.2660141	0.6993903	8.74441	5.069602	1.0576627254486084	-2.1727828979492188	564.3818	506.64835	115.46686	0.0016460819216828977	0.03486797400559688	True
52	Cotl1	4.2129717	1.7801809	4.941275	-3.3580434	2.7586055	10.775789	8.164307	-1.2890695333480835	-5.295480728149414	387.511	329.94742	115.12714	0.0016510107038027557	0.03486797400559688	True
64	Igf2	2.621222	1.6830941	7.005302	-4.0877857	3.7735064	6.055695	11.775959	-7.841155529022217	-1.0125679969787598	441.4771	384.172	114.61023	0.0016585671638240703	0.03486797400559688	True
8	Apod	0.06424573	4.144753	103.648926	3.208949	0.07968231	6.7314224	96.94787	28.92475700378418	-23.448862075805664	-3757.174	-3814.2441	114.14014	0.0016654995532948227	0.03486797400559688	True
876	Saa3	0.02350858	6.4176536	83.45141	-1.7181522	0.10383158	6.5124264	10.132885	-3.2508161067962646	-4.448191165924072	-456.30737	-513.3	113.98523	0.0016677967273284707	0.03486797400559688	True
109	Ifit1	0.17816873	1.6436967	10.281974	-0.92981994	0.15000811	7.1706686	12.67825	-4.606946468353272	5.048415184020996	-7081.1826	-7137.9546	113.543945	0.0016743754910877606	0.03486797400559688	True
35	Rps20	56.03512	1.650442	26.490995	52.83153	59.79582	5.2265463	38.24833	45.93180847167969	63.16107940673828	-209810.42	-209867.11	113.375	0.0016769079299801496	0.03486797400559688	True
103	Bhlhe40	1.950782	1.5681118	3.8556705	1.6569558	1.2004532	8.032419	4.371728	3.269045352935791	0.275831937789917	389.60718	333.4572	112.29993	0.001693204335159553	0.03486797400559688	True
195	Dap	22.371351	2.273092	4.0559344	2.399329	5.5975957	8.325979	4.3091345	1.60641348361969	3.784023284912109	-1029.8097	-1085.7356	111.85181	0.0017000911506728968	0.03486797400559688	True
77	Gap43	10.588104	1.8281703	6.1462946	-3.5953152	8.405574	6.2500677	9.393797	-5.764031887054443	-0.8618469834327698	512.0963	456.48434	111.22394	0.0017098352806248147	0.03486797400559688	True
130	Lhx3	1.8564773	1.327714	7.441196	-3.6857626	7.2958093	2.0617287	7.9386506	-1.098327875137329	-11.233858108520508	248.68884	193.89886	109.579956	0.0017358865706960794	0.03486797400559688	True
475	Chst15	0.28756285	5.6206527	3.043713	-2.3955963	0.7656124	9.290228	2.687992	-1.2020771503448486	-4.201097965240479	347.44305	293.42252	108.04108	0.0017610027775026148	0.03486797400559688	True
1020	B2m	2.3913052	2.102757	6.332494	9.24263	2.3167639	9.12096	7.0397067	6.355648517608643	12.539904594421388	-17275.357	-17329.344	107.97266	0.001762136373495421	0.03486797400559688	True
230	Litaf	14.818978	1.6647593	3.0139153	1.7774303	2.7274709	8.09759	1.5677077	2.899942636489868	0.8910996317863464	748.9652	695.6433	106.6438	0.0017844465905849619	0.03486797400559688	True
2787	Mfge8	5.0655875	2.273092	2.3602397	2.1933048	3.8638062	7.5822372	1.7043693	3.111179828643799	1.266842484474182	565.5755	512.8229	105.50525	0.001804016464162905	0.03486797400559688	True
131	Sparcl1	0.7453158	1.824984	7.067427	-1.9406446	0.20434982	8.116705	1.5114536	1.4777394533157349	-2.1284236907958984	214.85065	162.90314	103.89502	0.0018324389118452235	0.03486797400559688	True
80	2200002D01Rik	3.2027717	1.6331602	4.118631	0.36320063	2.809775	2.5757425	4.011433	1.7508467435836792	-2.0155606269836426	725.8531	674.151	103.404175	0.0018412820578134394	0.03486797400559688	True
250	Unc5b	0.1861952	6.4727054	1.2472794	-2.0319316	0.5654762	9.585658	1.215626	-1.026400804519653	-3.800268411636353	370.27414	319.16736	102.21356	0.0018630915611084317	0.03486797400559688	True
71	Rtp4	1.6880984	1.9438725	6.434515	-3.6832688	0.9978788	6.4803343	8.680407	-6.179911613464356	-0.9581136703491212	331.09363	280.48468	101.217896	0.0018817310521119927	0.03486797400559688	True
78	Gm13889	0.50511503	1.3881485	6.0942745	-1.9312707	0.20185807	6.4374666	3.3012183	1.7712692022323608	-2.640009880065918	-19.268555	-69.61172	100.686325	0.0018918361050678672	0.03486797400559688	True
1216	Ppp1r14a	1.7158912	1.5943767	5.046285	-2.2534568	0.39808902	7.1521697	2.6146884	0.4161862730979919	-2.8030056953430176	459.48895	409.43323	100.11145	0.0019028873497688626	0.03486797400559688	True
40	Wdr89	73.87422	1.89889	26.017263	56.529827	78.59259	7.115663	42.229782	50.09157180786133	65.46280670166016	-223094.92	-223144.86	99.875	0.0019074704042758208	0.03486797400559688	True
127	Lgals7	0.41058594	2.293875	5.639244	-1.6113927	0.23068278	8.044517	3.4801052	0.9411182403564452	-2.648730993270874	127.30322	77.57599	99.45447	0.001915676275228008	0.03486797400559688	True
172	Tcn2	9.52366	1.9869863	3.629376	-2.1461546	66.35475	5.941818	4.4468284	-1.0044506788253784	-3.5171802043914795	508.49414	459.30115	98.38599	0.001936847128745512	0.03486797400559688	True
136	Tmem176b	1.6262054	0.96539843	6.4701176	1.2716962	1.4723622	1.6944315	6.438	3.959506273269653	-5.061931133270264	-739.54706	-788.7028	98.31152	0.0019383401513808176	0.03486797400559688	True
494	Serbp1	12.701507	1.3287462	10.293998	18.033031	9.038328	5.2727423	11.933341	14.882293701171877	23.96119499206543	-61901.168	-61950.277	98.21875	0.001940203290356421	0.03486797400559688	True
465	Gpc3	2.3425643	1.756141	4.9442153	-3.4693644	1.3476671	5.844526	5.3253555	-1.337343692779541	-5.708043098449707	337.65033	288.72226	97.85614	0.0019475202649669719	0.03486797400559688	True
91	Sept4	1.7780111	1.6019392	5.8139005	-2.7233608	2.3593776	3.282833	6.7019324	-0.843465268611908	-6.183752536773682	389.9231	341.02637	97.79346	0.0019487906654848527	0.03486797400559688	True
480	Kdelr3	2.9075227	2.2877238	4.3636947	-2.566782	1.9914714	9.2884035	6.177671	-1.006832718849182	-3.769675493240357	481.60773	432.74994	97.715576	0.00195037153466304	0.03486797400559688	True
148	Rab20	1.9724351	2.0696151	4.172303	-2.1932344	0.60308844	7.148992	2.4808612	-0.4384474754333496	-3.096062660217285	472.8103	424.0632	97.4942	0.001954879019668612	0.03486797400559688	True
61	Smim3	22.085722	1.9248892	3.0057268	0.49744114	2.2496424	8.706779	1.9448367	1.48795485496521	-0.1250774413347244	1037.695	989.3508	96.68823	0.0019714672319844397	0.03486797400559688	True
104	Bmp7	4.310642	1.4675478	4.652012	-2.2803032	8.72488	2.2981305	4.8652306	-0.6112134456634521	-5.702520847320557	532.5969	484.43546	96.32294	0.0019790786766994916	0.03486797400559688	True
2938	Ckb	1.7584174	1.8990391	3.404782	-0.94675076	0.73499256	7.271048	2.2310197	0.5124656558036804	-1.6905744075775146	703.32074	655.34705	95.94739	0.0019869654851776184	0.03486797400559688	True
1432	Tmem204	4.7503085	1.7578444	4.795022	-3.5316353	0.37592372	9.616348	1.5177933	-0.7665982246398926	-4.024102210998535	349.46628	301.9591	95.01434	0.002006835273915222	0.03486797400559688	True
1339	Tbx2	15.06304	1.6906542	3.5652804	-1.0413144	1.077977	8.801439	2.5159154	0.3265254497528076	-1.743155598640442	732.83307	685.3911	94.88391	0.002009644584620537	0.03486797400559688	True
142	Ran	2.7079709	1.6645926	5.7429	9.042359	2.5271366	6.301904	5.3231964	6.314976215362549	12.391242027282717	-26152.021	-26199.041	94.03906	0.0020280340897586816	0.03486797400559688	True
58	Sfrp1	0.7358378	1.1258701	11.998597	-6.4048305	1.0686872	2.0222538	13.668891	-1.9756468534469604	-19.55011749267578	-352.44666	-399.20508	93.516846	0.0020395703461803445	0.03486797400559688	True
92	Tgfb1	6.7321925	1.4503546	4.5873265	-1.7299277	23.822132	2.14733	4.6786327	-0.1739498078823089	-5.138720989227295	609.0324	562.64233	92.78015	0.00205606994519538	0.03486797400559688	True
151	Fez1	280.04803	1.7332737	3.0577242	-0.52572656	320.44818	6.186923	4.8549047	-1.4066040515899658	0.7496474981307983	981.8199	935.6726	92.294556	0.0020670925832044404	0.03486797400559688	True
79	Apoe	0.53903306	2.4616256	5.304024	3.8551214	0.5655497	7.6849394	7.012036	6.607991218566895	1.6225510835647583	-3093.6606	-3139.6719	92.02246	0.0020733208428104855	0.03486797400559688	True
56	Rpl21	33.934937	1.2921804	16.977676	35.25738	36.914703	1.8709091	17.841948	30.02841186523437	47.11037826538086	-113945.17	-113991.06	91.78125	0.0020788736235526017	0.03486797400559688	True
99	Camk2n1	5.0822077	1.9269893	4.5079355	-0.93498796	3.6458879	9.009415	7.7499084	0.2340059876441955	-2.19698166847229	713.35675	667.6341	91.44531	0.002086656933069442	0.03486797400559688	True
728	Odc1	1.8849453	3.3697543	3.2979765	2.9062135	1.6952087	9.390093	2.0290096	4.312441825866699	2.00187611579895	-958.7213	-1004.412	91.38135	0.002088145422152957	0.03486797400559688	True
3073	Eva1b	2.3830664	2.1802428	2.9559827	2.0135596	1.7496855	7.5394998	2.3219113	3.175814628601074	1.1031605005264282	564.1147	518.59106	91.04724	0.0020959555771843893	0.03486797400559688	True
1239	Fosb	6.9973927	7.377992	19.711185	5.785162	0.98232955	6.593537	6.2739534	7.505893230438232	6.16664457321167	-5698.6875	-5744.189	91.00293	0.002096995762238787	0.03486797400559688	True
553	Jup	6.1793485	2.1248271	3.544404	-1.1939712	0.97140867	6.86706	1.680309	0.0952005386352539	-1.892473816871643	699.66327	654.21857	90.889404	0.002099665527143292	0.03486797400559688	True
48	Tomm7	72.232605	1.5161684	3.575163	3.5460303	673.46814	2.830789	4.1835103	2.431469440460205	5.490622043609619	-2763.196	-2808.623	90.854004	0.0021004994131650274	0.03486797400559688	True
241	Cxxc5	45.09668	2.033943	2.3093069	-0.7529297	4.512751	6.515812	1.6929731	0.1364383101463318	-1.409650206565857	873.1204	827.8765	90.48779	0.0021091650565869435	0.03486797400559688	True
1925	Bmyc	1.42713	2.035477	4.601992	-1.7287393	0.4226274	8.498039	2.4997783	0.3645063936710357	-2.162551164627075	531.5729	487.00354	89.13867	0.002141716056672916	0.03486797400559688	True
112	Hpcal1	4.634157	2.303792	3.1087441	-1.717147	2.2012362	6.253154	2.453154	-0.570754885673523	-2.528939008712769	596.6023	552.187	88.83057	0.002149291333423228	0.03486797400559688	True
396	Crip2	7.0941353	1.9877659	4.585659	1.9334712	2.1536853	6.4164033	4.73752	3.3292782306671143	0.8868427872657776	236.9119	192.55502	88.713745	0.0021521777631765705	0.03486797400559688	True
73	Bmp2	2.6726222	2.2925801	4.616391	-2.3083923	1.5151678	7.332104	6.158229	-3.560610055923462	-0.7345905303955078	700.4758	656.26276	88.42615	0.002159316635742169	0.03486797400559688	True
108	Cdkn2a	33.178917	2.0552413	23.898516	33.876545	36.14596	5.484452	34.106808	29.34984397888184	41.53972625732422	-116560.69	-116604.9	88.421875	0.0021594231102167604	0.03486797400559688	True
1481	Cdk2ap2	4.283343	1.8626447	2.4298265	0.966572	2.527445	5.8996634	2.23718	1.887637495994568	0.0470680519938468	916.13574	872.50964	87.2522	0.0021889556795439426	0.03486797400559688	True
242	Txn1	8.124414	1.9790139	8.483851	13.706057	8.486617	5.578865	12.052951	11.343161582946776	17.03675651550293	-37356.65	-37400.258	87.21875	0.0021898121402429394	0.03486797400559688	True
223	mt-Nd1	6.269229	0.774895	7.237382	20.624695	5.346274	5.329439	10.44963	23.21173667907715	13.722336769104004	-36235.07	-36278.582	87.02344	0.0021948263231238237	0.03486797400559688	True
118	Hspb1	0.55730075	2.027587	5.3539305	0.17831954	0.44005096	6.4077454	6.5504227	1.9093824625015257	-1.7823213338851929	-267.10205	-310.48563	86.76715	0.0022014410190109228	0.03486797400559688	True
129	Mdfi	2.2560112	1.9846436	4.8698945	-3.4209883	0.35417217	7.3011675	1.8594515	-0.7811483144760132	-3.7826740741729736	361.1734	317.9765	86.3938	0.002211148698605176	0.03486797400559688	True
62	Ptma	30.903822	2.6849294	37.6309	49.025288	30.601168	4.825397	46.83775	45.18318176269531	54.1909065246582	-193163.23	-193206.3	86.125	0.0022181911490652545	0.03486797400559688	True
2366	Car2	1.6402392	1.4730421	4.6960754	-3.0002546	0.32263327	8.386084	2.889388	-0.2572290599346161	-3.44754409790039	373.9167	330.8669	86.09955	0.002218860256508554	0.03486797400559688	True
1779	Cdo1	1.770532	1.9176418	5.097028	-1.5575653	0.59423107	5.971524	4.457305	0.2524415850639343	-2.583057165145874	517.3064	474.51782	85.57715	0.002232684536112549	0.03486797400559688	True
175	Tomm20	110.08181	1.4883695	5.216678	8.530018	55.286083	4.765688	7.069747	6.913084030151367	10.864751815795898	-15055.876	-15098.639	85.52539	0.002234063656617953	0.03486797400559688	True
217	Hspe1	5.511118	2.0664687	4.400888	6.620702	4.53282	6.148917	3.1876438	5.151933193206787	8.671823501586914	-12891.597	-12934.012	84.83008	0.0022527565818728063	0.03486797400559688	True
106	Pon2	56.356213	2.1058838	2.171059	0.01228107	4.120879	6.939208	1.044003	0.7591807842254639	-0.5562810897827148	1061.0928	1018.7294	84.72681	0.002255559664993734	0.03486797400559688	True
107	Maff	1.1744584	2.0548027	4.4623113	0.13625722	0.6592436	6.8730087	4.181098	1.698877453804016	-0.8632956147193909	613.0354	570.97375	84.12329	0.002272081829097111	0.03486797400559688	True
718	Fhl1	2.992835	1.4941925	3.5696425	-0.42613274	1.5805417	4.224296	3.8675256	0.7373932003974915	-1.881816267967224	717.3856	675.59143	83.58838	0.002286929575681837	0.03486797400559688	True
1850	Dlk1	0.88721913	0.99844664	5.321164	1.9693241	0.8457906	3.2771828	6.9066076	0.0269823018461465	6.76516580581665	-4866.88	-4908.6587	83.55762	0.00228778930405491	0.03486797400559688	True
612	Kazald1	1.816642	2.0769017	4.4231887	-3.3897998	0.84555453	7.947731	4.9459743	-1.379697561264038	-4.4109721183776855	349.55084	308.46606	82.169556	0.002327270119465367	0.03486797400559688	True
495	Pde10a	3.2673047	2.1065478	4.400948	-1.9505025	2.5565083	8.443544	6.977539	-0.7189159393310547	-3.325326919555664	573.5127	532.5094	82.00659	0.0023319950310690535	0.03486797400559688	True
1288	Csrp1	3.887405	1.5158279	3.0903137	1.049033	1.5136498	7.0423203	2.7232084	2.217838764190674	0.1894814670085907	789.6411	748.7293	81.82361	0.002337323153237475	0.03486797400559688	True
1364	C1qtnf7	6.3123093	1.8923519	3.762266	-1.5589194	8.330132	6.7412457	5.3119144	-0.4314614236354828	-2.8959128856658936	629.07965	588.19885	81.7616	0.0023391343314009606	0.03486797400559688	True
156	Susd6	5.8766284	2.913865	3.788999	-1.1576983	1.3670467	8.050085	2.512659	0.0401384569704532	-1.6154407262802124	764.959	724.08325	81.751465	0.002339430620041656	0.03486797400559688	True
94	Zc3h12a	3.4747953	2.155915	3.8981373	-1.5488546	0.646829	7.633792	1.1930635	0.1010280549526214	-1.898895263671875	648.63574	607.771	81.72949	0.0023400732997789853	0.03486797400559688	True
67	Nudt21	185.23676	1.4604567	2.273252	2.0476732	283.4782	4.3258386	2.9357452	1.3785181045532229	3.232147455215454	-230.5745	-271.29846	81.44794	0.0023483388835218626	0.03486797400559688	True
137	B3galnt1	22.02568	2.3950245	2.3237338	-1.6993828	91.3457	8.021366	2.947881	-2.6542673110961914	-0.8173210024833679	771.40533	730.7262	81.35828	0.002350983354948268	0.03486797400559688	True
971	Selm	10.638459	2.3467746	3.7872899	0.061567493	1.5711774	7.140016	2.7987773	1.1652140617370603	-0.5765479803085327	949.05634	908.8648	80.38306	0.0023801367954428415	0.03486797400559688	True
182	Smad7	3.021688	2.148796	3.6011615	1.6770787	1.711486	6.925381	3.4634638	2.7919106483459477	0.7876902222633362	615.9781	575.8124	80.33142	0.002381700723678832	0.03486797400559688	True
232	Nap1l1	118.2422	3.1219625	5.8398724	4.554185	7.0537734	7.603858	4.1244993	3.66232967376709	5.707580089569092	-4955.3354	-4995.4336	80.19629	0.0023858029163971685	0.03486797400559688	True
377	Ybx1	20.553911	4.7995167	26.504307	20.39162	6.0632153	5.537958	18.57081	19.22522354125977	21.58455467224121	-61312.418	-61351.84	78.84375	0.002427655539726202	0.03486797400559688	True
3626	Phlda3	4.6236324	2.1044252	2.5420568	0.28052786	1.9965614	6.6883636	1.9836766	1.172999143600464	-0.3064965605735779	1040.4988	1001.22504	78.547485	0.0024370200883681078	0.03486797400559688	True
933	Timp3	0.8233719	2.0524478	5.053812	-0.24612619	0.51577276	6.1433177	5.1455865	1.699841856956482	-1.256347894668579	338.3025	299.2113	78.18237	0.0024486608541397135	0.03486797400559688	True
65	Pgls	37.36204	1.8178879	3.0868926	3.391523	14.090669	5.506839	3.2747607	2.6397335529327397	4.696198463439941	-2348.718	-2387.6392	77.842285	0.0024596041851538946	0.03486797400559688	True
697	Efnb1	6.4352603	2.5862925	3.2184494	-1.8496561	2.0112386	8.533552	2.795549	-0.692418098449707	-2.4231221675872803	594.1384	555.35516	77.56653	0.0024685496363261237	0.03486797400559688	True
450	Ruvbl2	166.66644	2.4760592	2.2703001	0.1747608	13.883089	6.3254995	2.3101315	-0.3582647442817688	0.9392536282539368	1107.8984	1069.1268	77.54321	0.002469309121631001	0.03486797400559688	True
166	Wipi1	88.47296	2.492707	2.301123	0.002748447	102.246155	6.7561283	2.8385143	0.6083755493164062	-0.6168079972267151	1077.8746	1039.576	76.59717	0.002500519160944712	0.03486797400559688	True
30	C4b	0.799276	2.4137082	5.400452	-2.6987157	0.412975	8.11518	5.5208955	-0.6518452167510986	-3.532999992370605	390.4682	352.2456	76.44519	0.002505606786743656	0.03486797400559688	True
