# logfile for VINE (version 0.3.4), Tue May 19 17:16:25 2026
# Host: bam35 [Linux, release 4.18.0-553.123.1.el8_10.x86_64, x86_64]
# Command line: vine --format CRISPR --mean \
#   data/vine_no_migration/e15_rep1/E15_rep1_clone_vine_mean.nwk --nsamples 100 \
#   -j 16 data/laml/e15_rep1/E15_rep1_clone_character_matrix.tsv --logfile \
#   data/vine_no_migration/e15_rep1/E15_rep1_clone_vine.log 
#
state	ll	elbo	kld	half_trHS	elbo_bias	penalty	sigma.0	nu	lead_t	
29	-27029.347973	-27483.506184	396.304804	0.000000	0.000000	57.853407	-3.352407	0.776144	0.000000	
30	-26882.878183	-27335.424661	396.353331	0.000000	0.000000	56.193147	-3.303212	0.781792	0.000000	
31	-26842.109739	-27293.067233	396.401454	0.000000	0.000000	54.556041	-3.275808	0.785961	0.000000	
32	-26898.199537	-27348.365147	396.511004	0.000000	0.000000	53.654606	-3.246132	0.788950	0.000000	
33	-26634.392292	-27083.622561	396.543415	0.000000	0.000000	52.686854	-3.213999	0.790677	0.000000	
34	-26711.944701	-27160.112892	396.519227	0.000000	0.000000	51.648964	-3.179692	0.791107	0.000000	
35	-26537.681185	-26984.689784	396.456383	0.000000	0.000000	50.552216	-3.143504	0.790005	0.000000	
36	-26319.400369	-26765.207676	396.399225	0.000000	0.000000	49.408082	-3.105690	0.787308	0.000000	
37	-26296.750949	-26741.318190	396.340680	0.000000	0.000000	48.226562	-3.066468	0.783370	0.000000	
38	-26269.184669	-26712.475664	396.274851	0.000000	0.000000	47.016144	-3.026021	0.778379	0.000000	
39	-26204.430074	-26646.423657	396.209563	0.000000	0.000000	45.784020	-2.984503	0.772349	0.000000	
40	-26354.246943	-26794.911025	396.127779	0.000000	0.000000	44.536302	-2.942048	0.765561	0.000000	
41	-26114.200164	-26553.514253	396.035871	0.000000	0.000000	43.278218	-2.898767	0.758083	0.000000	
42	-25979.941782	-26417.896147	395.940110	0.000000	0.000000	42.014256	-2.854760	0.749811	0.000000	
43	-25980.021547	-26416.612366	395.842531	0.000000	0.000000	40.748287	-2.810113	0.740887	0.000000	
44	-25986.793989	-26422.023394	395.745739	0.000000	0.000000	39.483666	-2.764898	0.731391	0.000000	
45	-25947.662227	-26381.539702	395.654168	0.000000	0.000000	38.223306	-2.719182	0.721425	0.000000	
46	-25968.213470	-26400.739319	395.556103	0.000000	0.000000	36.969746	-2.673021	0.711054	0.000000	
47	-25904.647647	-26335.860389	395.487539	0.000000	0.000000	35.725203	-2.626466	0.700364	0.000000	
48	-25910.512454	-26340.428858	395.424788	0.000000	0.000000	34.491617	-2.579561	0.689474	0.000000	
49	-25860.048662	-26288.692219	395.372871	0.000000	0.000000	33.270687	-2.532347	0.678369	0.000000	
50	-25917.199258	-26344.598220	395.335056	0.000000	0.000000	32.063907	-2.484858	0.667079	0.000000	
# Average ELBO for last 50: -28324.063154
51	-25759.434972	-26185.624326	395.316768	20.698812	0.000000	30.872586	-2.439805	0.655660	0.000000	
52	-25715.852102	-26140.964170	395.348816	20.698812	0.000000	29.763253	-2.397135	0.644080	0.000000	
53	-25911.005282	-26335.165229	395.428655	20.698812	0.000000	28.731293	-2.356801	0.632787	0.000000	
54	-25655.566695	-26078.899398	395.560158	20.698812	0.000000	27.772545	-2.318761	0.621363	0.000000	
55	-25513.966801	-25936.584684	395.734613	20.698812	0.000000	26.883270	-2.282985	0.609709	0.000000	
56	-25542.464622	-25964.477276	395.952544	20.698812	0.000000	26.060110	-2.249447	0.597881	0.000000	
57	-25419.748757	-25841.262170	396.213351	20.698812	0.000000	25.300062	-2.218127	0.585948	0.000000	
58	-25522.325413	-25943.436508	396.510648	20.698812	0.000000	24.600447	-2.189013	0.574229	0.000000	
59	-25363.584255	-25784.375952	396.832815	20.698812	0.000000	23.958882	-2.162094	0.562551	0.000000	
60	-25208.514037	-25629.073456	397.186164	20.698812	0.000000	23.373255	-2.137368	0.550773	0.000000	
61	-25248.111676	-25668.535718	397.582343	20.698812	0.000000	22.841700	-2.114832	0.539210	0.000000	
62	-25451.192217	-25871.564924	398.010135	20.698812	0.000000	22.362572	-2.094489	0.528913	0.000000	
63	-25353.007046	-25773.424494	398.483021	20.698812	0.000000	21.934427	-2.076343	0.519551	0.000000	
64	-25187.824653	-25608.367877	398.987232	20.698812	0.000000	21.555991	-2.060395	0.510433	0.000000	
65	-25172.275512	-25593.026565	399.524907	20.698812	0.000000	21.226146	-2.046651	0.501910	0.000000	
66	-25255.681733	-25676.737281	400.111650	20.698812	0.000000	20.943897	-2.035110	0.495068	0.000000	
67	-25073.291651	-25494.735455	400.735444	20.698812	0.000000	20.708359	-2.025770	0.488708	0.000000	
68	-25121.220887	-25543.137191	401.397579	20.698812	0.000000	20.518726	-2.018626	0.483191	0.000000	
69	-25000.466049	-25422.934273	402.093972	20.698812	0.000000	20.374252	-2.013665	0.478708	0.000000	
70	-25076.312954	-25499.414297	402.827115	20.698812	0.000000	20.274228	-2.010869	0.475365	0.000000	
71	-25233.106155	-25656.922503	403.598386	20.698812	0.000000	20.217963	-2.010212	0.474176	0.000000	
72	-25095.550391	-25520.158082	404.402927	20.698812	0.000000	20.204764	-2.011662	0.474879	0.000000	
73	-24915.795792	-25341.271238	405.241528	20.698812	0.000000	20.233918	-2.015176	0.475889	0.000000	
74	-25018.301322	-25444.716439	406.110441	20.698812	0.000000	20.304676	-2.020705	0.478462	0.000000	
75	-25166.985626	-25594.412689	407.010823	20.698812	0.000000	20.416240	-2.028189	0.482727	0.000000	
76	-24974.028110	-25402.540029	407.944165	20.698812	0.000000	20.567754	-2.037562	0.487624	0.000000	
77	-24815.443449	-25245.105803	408.904066	20.698812	0.000000	20.758288	-2.048748	0.491296	0.000000	
78	-25128.267061	-25559.143924	409.890023	20.698812	0.000000	20.986839	-2.061665	0.495727	0.000000	
79	-25048.053104	-25480.214850	410.909428	20.698812	0.000000	21.252317	-2.076225	0.500103	0.000000	
80	-24946.605191	-25380.094147	411.935413	20.698812	0.000000	21.553543	-2.092331	0.503307	0.000000	
81	-24998.895914	-25433.768283	412.983128	12.297770	5.880729	21.889241	-2.110744	0.506467	0.000000	
82	-25026.704181	-25463.049017	414.068636	12.297770	5.880729	22.276201	-2.131273	0.508437	0.000000	
83	-24986.781772	-25424.688424	415.195026	12.297770	5.880729	22.711627	-2.153732	0.508525	0.000000	
84	-24985.548733	-25425.088120	416.346590	12.297770	5.880729	23.192797	-2.177937	0.506975	0.000000	
85	-24622.414106	-25063.651430	417.520273	12.297770	5.880729	23.717050	-2.203713	0.502742	0.000000	
86	-24856.010433	-25298.995111	418.702913	12.297770	5.880729	24.281766	-2.230890	0.497534	0.000000	
87	-24745.243109	-25190.023414	419.895959	12.297770	5.880729	24.884346	-2.259300	0.491132	0.000000	
88	-24580.074175	-25026.700051	421.103695	12.297770	5.880729	25.522181	-2.288782	0.483532	0.000000	
89	-24661.239271	-25109.760950	422.329060	12.297770	5.880729	26.192618	-2.319177	0.475244	0.000000	
90	-24624.028906	-25074.492831	423.571009	12.297770	5.880729	26.892916	-2.350328	0.466159	0.000000	
91	-24601.123949	-25053.571461	424.827314	12.297770	5.880729	27.620199	-2.382075	0.456993	0.000000	
92	-24766.305373	-25220.778973	426.102199	12.297770	5.880729	28.371400	-2.414257	0.449676	0.000000	
93	-24653.693802	-25110.212560	427.375562	12.297770	5.880729	29.143196	-2.446710	0.443155	0.000000	
94	-24630.690680	-25089.263976	428.641358	12.297770	5.880729	29.931938	-2.479256	0.437800	0.000000	
95	-24762.052976	-25222.704116	429.917577	12.297770	5.880729	30.733563	-2.511713	0.435334	0.000000	
96	-24881.295934	-25344.024722	431.185281	12.297770	5.880729	31.543508	-2.543879	0.436093	0.000000	
97	-24691.233560	-25156.043427	432.453260	12.297770	5.880729	32.356606	-2.575538	0.438220	0.000000	
98	-24928.654770	-25395.535904	433.714143	12.297770	5.880729	33.166990	-2.606453	0.442203	0.000000	
99	-25097.319672	-25566.391119	435.103453	12.297770	5.880729	33.967993	-2.636364	0.447833	0.000000	
100	-24445.617401	-24916.834443	436.464967	12.297770	5.880729	34.752075	-2.664988	0.452865	0.000000	
# Average ELBO for last 50: -25504.037986
101	-24401.734629	-24875.034024	437.788602	12.297770	5.880729	35.510793	-2.692019	0.457093	0.000000	
102	-24390.306627	-24865.617998	439.076536	12.297770	5.880729	36.234835	-2.717137	0.460258	0.000000	
103	-24377.548163	-24854.781481	440.319151	12.297770	5.880729	36.914166	-2.740011	0.462461	0.000000	
104	-24472.652675	-24951.697053	441.506075	12.297770	5.880729	37.538303	-2.760317	0.464343	0.000000	
105	-24378.473825	-24859.236357	442.665785	12.297770	5.880729	38.096747	-2.777753	0.465107	0.000000	
106	-24439.418580	-24921.787159	443.789024	12.297770	5.880729	38.579556	-2.792060	0.465265	0.000000	
107	-24367.966933	-24851.797254	444.852316	12.297770	5.880729	38.978005	-2.803043	0.464796	0.000000	
108	-24304.960440	-24790.110615	445.864932	12.297770	5.880729	39.285242	-2.810581	0.462950	0.000000	
109	-24313.358455	-24799.684616	446.829347	12.297770	5.880729	39.496814	-2.814639	0.459845	0.000000	
110	-24278.613305	-24765.952563	447.728281	12.297770	5.880729	39.610977	-2.815270	0.455616	0.000000	
111	-24335.831542	-24824.038269	448.577994	-2.450842	14.440539	39.628733	-2.804937	0.452063	0.000000	
112	-24424.162755	-24912.782423	449.281315	-2.450842	14.440539	39.338353	-2.787801	0.449244	0.000000	
113	-24565.022728	-25053.772799	449.890892	-2.450842	14.440539	38.859180	-2.765750	0.448970	0.000000	
114	-24493.899629	-24982.585223	450.438723	-2.450842	14.440539	38.246871	-2.739893	0.450082	0.000000	
115	-24412.711090	-24901.167131	450.920984	-2.450842	14.440539	37.535058	-2.710973	0.452467	0.000000	
116	-24255.674507	-24743.775579	451.354187	-2.450842	14.440539	36.746886	-2.679536	0.454568	0.000000	
117	-24505.454622	-24993.103640	451.749448	-2.450842	14.440539	35.899569	-2.646000	0.457719	0.000000	
118	-24374.657799	-24861.785919	452.121529	-2.450842	14.440539	35.006591	-2.610705	0.459937	0.000000	
119	-24182.296848	-24668.841837	452.466078	-2.450842	14.440539	34.078911	-2.573935	0.460010	0.000000	
120	-24469.551655	-24955.462254	452.784890	-2.450842	14.440539	33.125709	-2.535937	0.459708	0.000000	
121	-24422.008314	-24907.237684	453.074494	-2.450842	14.440539	32.154875	-2.496932	0.459482	0.000000	
122	-24228.085634	-24712.602693	453.343709	-2.450842	14.440539	31.173351	-2.457128	0.457379	0.000000	
123	-24278.143971	-24761.934068	453.602695	-2.450842	14.440539	30.187402	-2.416726	0.453975	0.000000	
124	-24178.641647	-24661.709563	453.865087	-2.450842	14.440539	29.202830	-2.375928	0.449259	0.000000	
125	-24196.760073	-24679.107735	454.122500	-2.450842	14.440539	28.225162	-2.334945	0.443785	0.000000	
126	-24020.765233	-24502.411118	454.386050	-2.450842	14.440539	27.259834	-2.294008	0.436946	0.000000	
127	-24027.233491	-24508.205916	454.660067	-2.450842	14.440539	26.312358	-2.253375	0.428939	0.000000	
128	-24004.057035	-24484.389257	454.943718	-2.450842	14.440539	25.388504	-2.213345	0.420057	0.000000	
129	-23931.753610	-24411.473864	455.225776	-2.450842	14.440539	24.494478	-2.174263	0.410491	0.000000	
130	-23923.021931	-24402.181040	455.522019	-2.450842	14.440539	23.637090	-2.136534	0.400745	0.000000	
131	-23772.012084	-24250.683695	455.847721	-2.450842	14.440539	22.823890	-2.100629	0.390997	0.000000	
132	-23855.278092	-24333.543306	456.202000	-2.450842	14.440539	22.063214	-2.067079	0.381511	0.000000	
133	-24046.792212	-24524.752937	456.596638	-2.450842	14.440539	21.364087	-2.036462	0.376628	0.000000	
134	-24168.316363	-24646.093612	457.041364	-2.450842	14.440539	20.735885	-2.009364	0.376394	0.000000	
135	-24206.685962	-24684.421988	457.548302	-2.450842	14.440539	20.187724	-1.986333	0.378867	0.000000	
136	-24207.538009	-24685.384670	458.119072	-2.450842	14.440539	19.727589	-1.967811	0.383367	0.000000	
137	-24138.523514	-24616.629119	458.744209	-2.450842	14.440539	19.361395	-1.954085	0.389075	0.000000	
138	-24453.756669	-24932.278709	459.429804	-2.450842	14.440539	19.092235	-1.945255	0.396223	0.000000	
139	-24164.861518	-24643.976688	460.195083	-2.450842	14.440539	18.920086	-1.941239	0.403675	0.000000	
140	-24208.979275	-24688.844777	461.023465	-2.450842	14.440539	18.842038	-1.941800	0.411652	0.000000	
141	-24241.016812	-24721.768708	461.898965	-47.021141	41.307587	18.852932	-1.950514	0.420447	0.000000	
142	-24309.619475	-24791.514064	462.872058	-47.021141	41.307587	19.022531	-1.965292	0.429401	0.000000	
143	-24135.664439	-24618.893215	463.916905	-47.021141	41.307587	19.311871	-1.984782	0.437777	0.000000	
144	-23848.283194	-24332.986205	465.006209	-47.021141	41.307587	19.696801	-2.008037	0.443556	0.000000	
145	-23910.153721	-24396.462827	466.148046	-47.021141	41.307587	20.161060	-2.034351	0.447568	0.000000	
146	-23803.123896	-24291.148447	467.331640	-47.021141	41.307587	20.692911	-2.063168	0.448771	0.000000	
147	-23852.461557	-24342.270278	468.525403	-47.021141	41.307587	21.283318	-2.094031	0.448249	0.000000	
148	-23891.457553	-24383.121206	469.738817	-47.021141	41.307587	21.924836	-2.126541	0.446102	0.000000	
149	-23832.781928	-24326.353793	470.960983	-47.021141	41.307587	22.610883	-2.160332	0.442678	0.000000	
150	-23652.018616	-24147.529514	472.175720	-47.021141	41.307587	23.335179	-2.195053	0.437941	0.000000	
# Average ELBO for last 50: -24676.458498
151	-23644.888642	-24142.378923	473.399001	-47.021141	41.307587	24.091280	-2.230342	0.431819	0.000000	
152	-24083.613275	-24583.113853	474.628455	-47.021141	41.307587	24.872124	-2.265814	0.425869	0.000000	
153	-24097.183087	-24598.727295	475.874645	-47.021141	41.307587	25.669563	-2.301038	0.420341	0.000000	
154	-24023.672939	-24527.272085	477.125272	-47.021141	41.307587	26.473875	-2.335520	0.415405	0.000000	
155	-23838.106532	-24343.745267	478.365467	-47.021141	41.307587	27.273269	-2.368691	0.410847	0.000000	
156	-23847.520047	-24355.169937	479.596402	-47.021141	41.307587	28.053489	-2.399903	0.406859	0.000000	
157	-23937.818708	-24447.412112	480.795722	-47.021141	41.307587	28.797683	-2.428448	0.403548	0.000000	
158	-23745.920350	-24257.340831	481.933694	-47.021141	41.307587	29.486787	-2.453597	0.400193	0.000000	
159	-23863.893717	-24377.016825	483.022421	-47.021141	41.307587	30.100687	-2.474680	0.397430	0.000000	
160	-23980.574071	-24495.250847	484.056577	-47.021141	41.307587	30.620199	-2.491165	0.396520	0.000000	
161	-24061.134595	-24577.200313	485.036199	-47.021141	41.307587	31.029518	-2.502733	0.396788	0.000000	
162	-23618.787772	-24136.061928	485.955787	-47.021141	41.307587	31.318369	-2.509306	0.396067	0.000000	
163	-23879.303353	-24397.592691	486.806267	-47.021141	41.307587	31.483072	-2.511026	0.394333	0.000000	
164	-23880.801435	-24399.926082	487.598388	-47.021141	41.307587	31.526259	-2.508209	0.392701	0.000000	
165	-23658.737763	-24178.545097	488.351763	-47.021141	41.307587	31.455572	-2.501279	0.390315	0.000000	
166	-23468.106895	-23988.437808	489.048927	-47.021141	41.307587	31.281985	-2.490716	0.386284	0.000000	
167	-23543.938037	-24064.646147	489.689788	-47.021141	41.307587	31.018323	-2.477022	0.381284	0.000000	
168	-23684.235909	-24205.182286	490.268179	-47.021141	41.307587	30.678198	-2.460709	0.376122	0.000000	
169	-23546.306629	-24067.386894	490.804827	-47.021141	41.307587	30.275437	-2.442289	0.371308	0.000000	
170	-23801.603222	-24322.740972	491.313861	-47.021141	41.307587	29.823889	-2.422293	0.368204	0.000000	
171	-23751.778865	-24272.925345	491.808954	-46.817843	28.773002	29.337526	-2.397627	0.369431	0.000000	
172	-23638.450959	-24159.418032	492.223996	-46.817843	28.773002	28.743077	-2.369386	0.371838	0.000000	
173	-23632.725221	-24153.392255	492.597094	-46.817843	28.773002	28.069941	-2.338294	0.374969	0.000000	
174	-23577.739732	-24098.015467	492.937647	-46.817843	28.773002	27.338089	-2.304887	0.378614	0.000000	
175	-23695.402559	-24215.215271	493.250196	-46.817843	28.773002	26.562516	-2.269597	0.383198	0.000000	
176	-23718.211462	-24237.510356	493.543550	-46.817843	28.773002	25.755343	-2.232800	0.388008	0.000000	
177	-23582.612197	-24101.349953	493.810766	-46.817843	28.773002	24.926990	-2.194855	0.392373	0.000000	
178	-23774.387936	-24292.525295	494.050418	-46.817843	28.773002	24.086941	-2.156124	0.395928	0.000000	
179	-23496.334518	-24013.853498	494.274619	-46.817843	28.773002	23.244361	-2.117010	0.398178	0.000000	
180	-23658.974096	-24175.891007	494.508260	-46.817843	28.773002	22.408651	-2.077980	0.399294	0.000000	
181	-23399.187517	-23915.533351	494.755824	-46.817843	28.773002	21.590010	-2.039608	0.398297	0.000000	
182	-23773.188999	-24289.006693	495.017697	-46.817843	28.773002	20.799996	-2.002598	0.398073	0.000000	
183	-23441.754612	-23957.084176	495.277577	-46.817843	28.773002	20.051986	-1.967807	0.396061	0.000000	
184	-23261.816425	-23776.759512	495.581766	-46.817843	28.773002	19.361320	-1.936220	0.391606	0.000000	
185	-23460.019259	-23974.700548	495.936549	-46.817843	28.773002	18.744741	-1.908863	0.385953	0.000000	
186	-23563.304847	-24077.866792	496.343164	-46.817843	28.773002	18.218781	-1.886648	0.379243	0.000000	
187	-23573.708205	-24088.312081	496.806668	-46.817843	28.773002	17.797208	-1.870209	0.372751	0.000000	
188	-23607.967655	-24122.769470	497.313404	-46.817843	28.773002	17.488411	-1.859790	0.368224	0.000000	
189	-23654.555267	-24169.737806	497.888451	-46.817843	28.773002	17.294088	-1.855255	0.366047	0.000000	
190	-23796.550096	-24312.285157	498.525210	-46.817843	28.773002	17.209851	-1.856187	0.366318	0.000000	
191	-23516.325259	-24032.776685	499.224268	-46.817843	28.773002	17.227158	-1.862012	0.367592	0.000000	
192	-23154.548520	-23671.874944	499.990986	-46.817843	28.773002	17.335438	-1.872092	0.367076	0.000000	
193	-23306.540301	-23824.876955	500.813008	-46.817843	28.773002	17.523646	-1.885792	0.366121	0.000000	
194	-23475.948253	-23995.411148	501.681845	-46.817843	28.773002	17.781050	-1.902495	0.365739	0.000000	
195	-23291.031570	-23811.718888	502.589888	-46.817843	28.773002	18.097430	-1.921607	0.365514	0.000000	
196	-23529.360971	-24051.364695	503.540853	-46.817843	28.773002	18.462871	-1.942541	0.367052	0.000000	
197	-23387.839040	-23911.223779	504.517411	-46.817843	28.773002	18.867329	-1.964690	0.369456	0.000000	
198	-23361.376309	-23886.204342	505.527997	-46.817843	28.773002	19.300036	-1.987402	0.372581	0.000000	
199	-23415.438249	-23941.736651	506.549574	-46.817843	28.773002	19.748829	-2.009950	0.376260	0.000000	
200	-23379.403576	-23907.171042	507.567969	-46.817843	28.773002	20.199497	-2.031521	0.380259	0.000000	
# Average ELBO for last 50: -24158.073188
201	-23424.490635	-23953.679705	508.553690	-127.281482	76.465649	20.635380	-2.047498	0.385837	0.000000	
202	-23444.779092	-23975.207307	509.466984	-127.281482	76.465649	20.961231	-2.057434	0.389911	0.000000	
203	-23070.110658	-23601.565682	510.289848	-127.281482	76.465649	21.165175	-2.061388	0.389263	0.000000	
204	-23337.288339	-23869.540049	511.005109	-127.281482	76.465649	21.246601	-2.059795	0.386872	0.000000	
205	-23137.289789	-23670.135813	511.632255	-127.281482	76.465649	21.213770	-2.053297	0.382769	0.000000	
206	-23517.480536	-24050.772334	512.211663	-127.281482	76.465649	21.080134	-2.042610	0.378658	0.000000	
207	-23564.117969	-24097.754954	512.775698	-127.281482	76.465649	20.861286	-2.028458	0.374379	0.000000	
208	-23578.205065	-24112.076390	513.298112	-127.281482	76.465649	20.573213	-2.011549	0.370522	0.000000	
209	-23172.624504	-23706.637108	513.780964	-127.281482	76.465649	20.231639	-1.992592	0.365430	0.000000	
210	-23240.396154	-23774.490859	514.242599	-127.281482	76.465649	19.852107	-1.972331	0.359779	0.000000	
211	-23333.235228	-23867.378027	514.692342	-127.281482	76.465649	19.450456	-1.951589	0.354735	0.000000	
212	-23400.047420	-23934.232062	515.141143	-127.281482	76.465649	19.043498	-1.931299	0.351015	0.000000	
213	-23210.817419	-23745.071440	515.604437	-127.281482	76.465649	18.649585	-1.912518	0.347419	0.000000	
214	-23178.127095	-23712.514089	516.098370	-127.281482	76.465649	18.288624	-1.896361	0.343132	0.000000	
215	-23158.447872	-23693.064845	516.636046	-127.281482	76.465649	17.980927	-1.883857	0.338356	0.000000	
216	-23438.654929	-23973.609523	517.209999	-127.281482	76.465649	17.744595	-1.875753	0.335960	0.000000	
217	-23513.166714	-24048.592763	517.833804	-127.281482	76.465649	17.592245	-1.872372	0.336068	0.000000	
218	-23160.073015	-23696.125248	518.523356	-127.281482	76.465649	17.528877	-1.873612	0.335442	0.000000	
219	-23339.184005	-23875.992497	519.256384	-127.281482	76.465649	17.552107	-1.879050	0.335688	0.000000	
220	-23626.285681	-24163.992092	520.052266	-127.281482	76.465649	17.654145	-1.888065	0.339266	0.000000	
221	-23568.785580	-24107.505701	520.896179	-127.281482	76.465649	17.823943	-1.899921	0.344598	0.000000	
222	-23370.829290	-23910.666829	521.789043	-127.281482	76.465649	18.048496	-1.913797	0.350462	0.000000	
223	-23315.655686	-23856.684759	522.715976	-127.281482	76.465649	18.313097	-1.928773	0.355940	0.000000	
224	-23443.419858	-23985.676543	523.655856	-127.281482	76.465649	18.600830	-1.943803	0.361737	0.000000	
225	-23590.353635	-24133.840656	524.595179	-127.281482	76.465649	18.891842	-1.957714	0.368688	0.000000	
226	-23726.668795	-24271.364726	525.532708	-127.281482	76.465649	19.163223	-1.969296	0.376675	0.000000	
227	-23808.046819	-24353.867104	526.429645	-127.281482	76.465649	19.390641	-1.977488	0.385585	0.000000	
228	-23369.207512	-23916.038631	527.278823	-127.281482	76.465649	19.552296	-1.981606	0.392976	0.000000	
229	-23355.874538	-23903.558001	528.049644	-127.281482	76.465649	19.633820	-1.981471	0.398387	0.000000	
230	-23606.322205	-24154.705807	528.752474	-127.281482	76.465649	19.631128	-1.977359	0.403444	0.000000	
231	-23499.649771	-24048.615270	529.415749	-294.357262	170.479000	19.549750	-1.968389	0.409438	0.000000	
232	-23787.907888	-24337.298076	530.017410	-294.357262	170.479000	19.372777	-1.955735	0.412774	0.000000	
233	-23698.083753	-24247.778963	530.570722	-294.357262	170.479000	19.124488	-1.940624	0.413280	0.000000	
234	-23811.666281	-24361.559528	531.063148	-294.357262	170.479000	18.830100	-1.924420	0.411634	0.000000	
235	-23706.919406	-24256.968531	531.532154	-294.357262	170.479000	18.516971	-1.908731	0.408313	0.000000	
236	-23748.488835	-24298.704845	531.999744	-294.357262	170.479000	18.216266	-1.895373	0.403803	0.000000	
237	-23544.641948	-24095.083274	532.479138	-294.357262	170.479000	17.962187	-1.886046	0.398018	0.000000	
238	-23249.297539	-23800.097877	533.014498	-294.357262	170.479000	17.785839	-1.881800	0.390807	0.000000	
239	-23572.137881	-24123.453115	533.609385	-294.357262	170.479000	17.705849	-1.882769	0.382975	0.000000	
240	-23442.219289	-23994.208510	534.265118	-294.357262	170.479000	17.724104	-1.888365	0.374328	0.000000	
241	-23354.090910	-23906.887488	534.966960	-294.357262	170.479000	17.829618	-1.897598	0.364909	0.000000	
242	-23439.820685	-23993.556284	535.731208	-294.357262	170.479000	18.004391	-1.909251	0.355334	0.000000	
243	-23296.265825	-23851.018357	536.526332	-294.357262	170.479000	18.226199	-1.921887	0.345411	0.000000	
244	-23787.414129	-24343.204723	537.322338	-294.357262	170.479000	18.468256	-1.933817	0.336891	0.000000	
245	-23469.364403	-24026.168917	538.106269	-294.357262	170.479000	18.698246	-1.943236	0.328433	0.000000	
246	-23924.021561	-24481.741986	538.839601	-294.357262	170.479000	18.880825	-1.948661	0.322023	0.000000	
247	-23525.190434	-24083.726837	539.550008	-294.357262	170.479000	18.986394	-1.949420	0.317899	0.000000	
248	-23088.355999	-23647.575787	540.218600	-294.357262	170.479000	19.001188	-1.945736	0.313963	0.000000	
249	-23203.820982	-23763.586008	540.835576	-294.357262	170.479000	18.929450	-1.938466	0.310988	0.000000	
