ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_pro	h1_theta_diff	h0	h1	lrt	p	q	signif
54	Ywhae	95.504425	7.392151	12.883513	19.167518615722656	85.21134	8.009708	12.818115	17.440654754638672	19.63707160949707	-6616.889	-6617.957	2.1357422	0.14390079984620452	0.18287393313788491	False
41	Pcdh10	11.768131	12.561463	14.523151	2.221864700317383	1.4827803	7.931626	5.449908	1.547921895980835	2.9475839138031006	-81.758255	-82.6856	1.8546906	0.17323883947854657	0.21566467771819062	False
38	Wnt7b	15.03686	7.9673696	18.005548	-2.4301888942718506	13.282501	6.0033154	15.032061	-0.7071269154548645	-2.906883716583252	67.180435	66.40254	1.5557861	0.21228327963042903	0.2589856011491234	False
33	Atxn10	71.26234	8.584767	6.581982	5.206495761871338	101.9679	7.891958	6.1407714	4.5046186447143555	5.381165027618408	-587.16364	-587.927	1.5267334	0.2166033661921235	0.2590746144650889	False
7	C1ql1	0.5600388	8.210635	54.144184	1.6350300312042236	0.91223866	5.8010783	45.50011	-3.3803470134735107	1.086693286895752	-1765.2208	-1765.8093	1.177002	0.2779671844762983	0.3260768894818115	False
31	Tubb4b	5.8331776	8.757942	5.379391	3.079763650894165	5.772754	6.4643908	4.534236	3.583373546600342	2.8797597885131836	-133.57103	-134.10739	1.0727234	0.30033110609994895	0.34566410324711105	False
30	Mab21l2	3.3132796	6.089456	13.351285	-4.500543594360352	3.511336	5.775802	12.883443	-5.5111165046691895	-4.067142486572266	79.86487	79.47215	0.7854309	0.3754853042461932	0.424159325166996	False
35	Prdx2	142.02379	10.012167	20.006332	21.223125457763672	232.39902	6.848349	16.739683	18.964155197143555	21.868267059326172	-7748.6963	-7749.0015	0.61035156	0.4346554713561712	0.48207243186775356	False
29	Rpl13	391.2699	7.5410447	30.758968	36.82413864135742	62.01404	7.8576264	25.424269	37.64115524291992	36.46986389160156	-16903.375	-16902.64	-1.46875	1.0	1.0	False
39	Eno1	31.56085	7.7947345	6.0042787	1.5254590511322021	24.850285	7.084306	5.7327614	1.5116050243377686	1.5307973623275757	99.74153	99.88371	-0.2843628	1.0	1.0	False
50	Rps3a1	274.9316	7.6998396	19.0102	23.5760498046875	63.677143	7.3773365	15.698736	23.069599151611328	23.618995666503906	-8947.912	-8947.839	-0.14648438	1.0	1.0	False
53	Rps29	264.75266	6.8645296	16.105106	26.63905906677246	208.45856	7.7578373	17.227333	26.4483642578125	26.678924560546875	-10661.914	-10661.212	-1.4042969	1.0	1.0	False
56	Cox6c	302.17538	5.758448	9.9459	15.953230857849121	1014.88025	8.520568	12.178904	16.073631286621094	15.936664581298828	-4944.5894	-4944.4326	-0.31347656	1.0	1.0	False
60	Rps2	299.2758	8.679465	25.192598	34.09037399291992	49.691334	7.654433	15.820107	36.8469352722168	33.23834228515625	-15274.997	-15274.954	-0.0859375	1.0	1.0	False
